Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Occurences,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1905,1,16,,,,0,8,,0,Norway,24,LOEN,61.866,6.85,40.5,4,,,61,,,,,2,,
1905,1,20,2,32,30,2,1,6.3,0,Greece,113,AEGEAN SEA,39.66,22.83,,0,,,,,,,,,,
1905,1,20,18,23,,2,1,6.8,0,Costa Rica,13,GULF OF NICOYA,9.85,-84.68,,1,,,,,,,,1,,
1905,1,,,,,1,1,,0,Mexico,59,REVILLAGIGEDO ISLANDS,19,-113,,1,,,,,,,,,,
1905,2,26,6,22,,2,2,,0,New Zealand,86,N. NEW ZEALAND,-40.5,175,,1,,,1,,,,,,,
1905,3,19,,,,2,1,,0,Vanuatu,36,MALO PASS,,,0.6,1,,,,,,,,,,
1905,4,4,0,50,,0,1,7.8,0,India,15,"KANGRA, INDIA",33,76,,1,,,19000,,,,,4,,
1905,7,4,,,,4,8,,0,United States of America,283,"DISENCHANTMENT BAY, AK",60,-139.58,33.53,4,5.1,2.5,,,,,,,,
1905,7,6,16,21,0,3,1,7,0,Japan,225,JAPAN:  OFF FUnited KingdomUSHIMA,37.4,142.6,,1,-1,,57,,,,,,,
1905,8,4,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,0,,0.5,,,,,,3,,
1905,9,8,1,43,11,4,1,7.1,0,Italy,91,TYRRHENIAN CALABRIA,38.67,16.07,1.3,0,,4,557,,,2000,,4,6700,
1905,10,4,22,29,,4,1,5.1,0,Russia,90,BLACK SEA,44.5,37.5,0.5,1,-1,2,,,,,,,,
1905,10,21,11,1,37,1,1,7.5,0,Georgia,1,CAUCASUS,42,42,,0,,,,,,,,,,
1905,11,8,22,6,11.8,3,3,7.2,0,Greece,113,NORTH AEGEAN SEA,40.092,24.627,3,1,,,11,,,,,2,,
1905,11,22,,,,2,1,,0,Vanuatu,36,PORT VILA,-17.7,168.3,,1,,,,,,,,,,
1905,11,24,,,,2,1,,0,Vanuatu,36,PORT VILA,-17.7,168.3,,1,,,,,,,,,,
1905,12,8,8,22,,1,1,6.5,0,Philippines,79,W. LUZON ISLAND,11,123.5,,1,-0.5,0,,,,,,1,,
1905,,,,,,2,1,,0,Tunisia,2,BALEARIC SEA,37.3,9.9,,1,,3,,,,,,,,
1905,,,,,,1,0,,0,Togo,3,GOLD COAST,,,,1,,,,,,,,,,
1906,1,31,15,35,51,4,1,8.8,0,Ecuador,6,OFF COAST,1,-81.5,5,55,1,3,1000,,,,,3,,
1906,1,31,,,,4,1,,0,Venezuela,20,CARACAS,10.5,-66.916,,6,,,,,,,,,,
1906,2,7,,,,4,1,,0,Ecuador,6,COLOMBIA-ECUADOR,1,-81,0.25,1,,0.5,,,,,,,,
1906,2,21,,,,3,1,,0,Colombia,8,BUENAVENTURA,3.9,-77.033,,0,,,,,,,,,,
1906,4,4,,,,4,6,,0,Italy,91,TYRRHENIAN SEA,40.821,14.426,0.4,0,,3,350,,,300,,,,
1906,4,18,13,12,0,4,3,7.9,0,United States of America,283,N. CALIFORNIA,37.7,-122.5,0.1,3,-3.3,-4,,,,,,,,
1906,5,7,,,,2,1,,0,Chile,151,NORTHERN CHILE,-18.5,-70.3,,2,,,,,,,,,,
1906,5,25,,,,2,0,,0,El Salvador,8,OFF COAST,13.25,-88.83,,1,,,,,,,,,,
1906,7,1,,,,1,0,,0,"Marshall Islands, Rep. Of",1,MARSHALL ISLANDS,,,,1,,,,,,,,,,
1906,8,7,,,,2,0,,0,United States of America,283,S. CALIFORNIA,33.9,-117,0.02,1,,,,,,,,,,
1906,8,17,0,40,,3,1,8.2,0,Chile,151,CENTRAL CHILE,-33,-72,3.5,35,1.8,2,4000,,,,100,4,,
1906,9,14,16,4,18,4,1,8,0,Papua New Guinea,75,SOLOMON SEA,-7,149,1.5,7,0.6,1.5,,,,,,3,,
1906,10,2,1,50,,3,1,7.2,0,Papua New Guinea,75,BISMARCK SEA,-4,149,1.2,2,,1.5,,,,,,1,,
1906,11,6,,,,-1,9,,0,United States of America,283,WASHINGTON-OREGON,,,,1,,,,,,,,,,
1906,11,20,21,0,,3,1,5,0,Ghana,3,GOLD COAST,6.5,0.3,,1,,,,,,,,2,,
1906,11,28,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,1,,,,,,,,,,
1906,12,26,6,53,28,2,1,7.9,0,Peru,53,S. PERU,-18,-71,,0,,,,,,,,,,
1906,,,,,,1,2,,0,Venezuela,20,MAIQUETIA,10.6,-66.95,,1,,,,,,,,,,
1907,1,4,5,19,13.2,4,1,8.2,0,Indonesia,228,NW. SUMATRA,2.681,95.53,15,88,1.5,2,2188,,,,,3,,
1907,1,14,20,38,12,4,1,6.2,0,Jamaica,5,JAMAICA,18.667,-76.237,2.5,10,1.3,,1000,,,,30,4,,
1907,3,29,20,46,30,1,1,7.3,0,Indonesia,228,"KARAKELONG, TALAUD ISLANDS",3,122,4,1,2,2,,,,,,,,
1907,4,14,6,8,6,3,1,8.1,0,Mexico,59,S. MEXICO,17,-100,2,3,1,,8,,,,,2,,
1907,6,8,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,1,,,,,,,,,,
1907,6,19,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,1,,,,,,,,,,
1907,6,27,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,1,,,,,,,,,,
1907,7,9,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,1,,,,,,,,,,
1907,7,25,,,,2,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,,1,,,,,,,,,,
1907,7,,,,,2,6,,0,Tonga,19,TONGA ISLANDS,-21.38,-175.65,,1,,0.5,,,,,,,,
1907,9,24,12,58,0,3,3,5.5,0,United States of America,283,"SKAGWAY, AK",59.5,-135.5,0.7,1,-0.5,0,,,,,,1,,
1907,10,6,,,,4,6,,0,Samoa,16,MATAVANU VOLCANO,-13.612,-172.525,3.6,2,,,,,,,,3,,
1907,10,23,20,28,19,4,1,5.9,0,Italy,91,IONIAN CALABRIA,38.133,16.017,,2,,3,158,,,,,2,,
1907,12,15,17,35,,2,1,7.4,0,Papua New Guinea,75,BISMARCK SEA,-3.1,142.5,,1,,,,,,,,2,,
1908,2,6,,,,3,1,7.5,0,Indonesia,228,SW. SUMATRA,-2,100,1.4,1,0.5,1,,,,,,,,
1908,2,14,11,25,0,1,3,6,0,United States of America,283,"PRINCE WILLIAM SOUND, AK",61,-146.2,,1,,,,,,,,1,,
1908,3,23,12,20,,-1,1,6.6,0,Indonesia,228,TIMOR SEA,-10,129,,1,,,,,,,,1,,
1908,4,6,,,,0,8,,0,Canada,25,NOTRE DAME DE LA SALETTE,45.77,-75.6,15,1,,,33,,,,,2,40,
1908,5,31,,,,1,1,6.5,0,United Kingdomraine,6,CRIMEA,44,34,,0,,,,,,,,,,
1908,9,11,,,,2,0,,0,Canada,25,GULF OF SAINT LAWRENCE,48.958,-62.133,,3,,,,,,,,,,
1908,9,21,6,31,,4,1,6.8,0,United States of America,283,HAWAII,19,-155,1.2,2,-0.5,0,,,,,,,,
1908,12,12,12,8,,1,2,,0,Peru,53,S. PERU,-14,-78,,0,,,,,,,,,,
1908,12,28,4,20,27,4,3,7,5,Italy,91,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,13,87,,5,80000,,,,116,4,,
1909,3,7,,,,2,1,,0,Cook Islands,4,RAROTONGA,-21,-159,3,3,,,,,,,,2,,
1909,3,12,23,19,,4,1,6.7,0,Japan,225,OFF BOSO PENINSULA,34.5,141.5,,1,-1,,,,,,,1,,
1909,3,13,14,29,,4,1,7.5,0,Japan,225,OFF BOSO PENINSULA,34.5,141.5,,1,-1,,,,,,,1,,
1909,6,3,18,40,48,2,1,7.6,0,Indonesia,228,SUMATRA,-2,101,,4,0.5,1,,,,,,3,,
1909,6,8,5,46,30,0,1,7.6,0,Chile,151,NORTHERN CHILE,-26.5,-70.5,,0,,,,,,,,,,
1909,7,8,,,,1,1,,0,Vanuatu,36,VANUATU ISLANDS,-15.5,167.2,,1,,,,,,,,2,,
1909,7,30,10,51,54,2,1,7.4,0,Mexico,59,S. MEXICO,16.8,-99.8,9,1,3.2,,,,,,,,,
1909,8,14,6,30,0,4,1,6.9,0,Japan,225,"ANEGAWA, JAPAN",35.4,136.3,1.8,1,1,,41,,,,,3,976,
1909,9,20,,,,-1,9,,0,United States of America,283,LOUISIANA: GRAND ISLE,,,,1,,,300,,,,,,,
1909,10,6,2,41,,0,1,,0,United States of America,283,UTAH,41.8,-112.7,,1,,,,,,,,1,,
1909,12,9,23,28,,4,1,8,0,United States of America,283,"GUAM, MARIANA ISLANDS",12.5,145,,1,,,,,,,,2,,
1910,2,25,,,,1,1,6,0,Papua New Guinea,75,MATUPI HARBOR,-4.25,152.25,,1,,0,,,,,,,,
1910,3,20,,,,0,8,,0,New Zealand,86,"LAKE TAUPO, NORTH ISLAND",,,,0,,,,,,,,,,
1910,11,5,,,,1,0,,0,United States of America,283,"NOME, AK",64,-165,,2,,,,,,,,2,,
1910,11,10,12,19,54,3,1,7.2,0,Vanuatu,36,VANUATU ISLANDS,-14,166.5,,1,,,,,,,,2,,
1910,11,21,12,45,,0,9,,0,United States of America,283,"SAN FRANCISCO, CA",,,0.3,1,,-1.5,,,,,,,,
1910,12,18,2,42,,2,1,6.7,0,Indonesia,228,SULAWESI,4,127,,1,-1.3,-1,,,,,,1,,
1910,12,30,,,,1,1,6.2,0,Philippines,79,SULU SEA,9,125.5,,1,,1,,,,,,1,,
1911,1,30,,,,4,6,,2,Philippines,79,"TAAL, LUZON ISLAND",14.002,120.993,3,2,,,1335,,,199,,3,543,
1911,2,18,21,35,12,3,1,6.7,0,Albania,10,OCHRIDA LAKE,40.9,20.8,,0,,,,,,,,,,
1911,5,8,,,,2,1,,0,Papua New Guinea,75,"BLANCHE BAY, BISMARCK SEA",-4.25,152.25,,1,,0,,,,,,,,
1911,5,11,,,,2,0,6.6,0,Togo,3,GOLD COAST,6.1,1.2,5,1,,,,,,,,1,,
1911,6,15,14,26,,4,1,8,0,Japan,225,RYUnited KingdomYU ISLANDS,28,130,,2,1,1.5,12,,,,,3,422,
1911,7,12,4,7,36,1,1,7.8,0,Philippines,79,PHILIPPINE TRENCH,9,126,,4,,,,,,,,3,,
1911,9,15,13,10,,2,1,7.3,0,Chile,151,NORTHERN CHILE,-20,-72,,0,,,,,,,,,,
1911,9,22,5,1,24,1,3,6.9,0,United States of America,283,"PRINCE WILLIAM SOUND, AK",60.5,-149,,1,,0.5,,,,,,1,,
1911,11,3,,,,3,8,,0,Trinidad And Tobago,3,TRINIDAD,10.5,-61.2,,1,,,,,,,,,,
1912,1,24,16,22,51,2,1,6.8,0,Greece,113,IONIAN SEA,38.12,20.67,,0,,,,,,,,,,
1912,4,13,,,,0,8,,0,United States of America,283,"SOUTHERN SHORE, LAKE ERIE (OHIO)",42,-81,,2,,,,,,,,1,,
1912,6,8,4,42,,3,1,6.6,0,Japan,225,SANRIKU,40.5,142,0.5,1,-1,0,,,,,,1,,
1912,8,9,1,28,51.4,4,3,7.2,0,Turkey,25,MARMARA SEA,40.444,26.784,2.7,6,,,2800,,,7000,,4,24700,15400
1912,10,31,17,24,,1,1,6.9,0,"Micronesia, Fed. States Of",4,CAROLINE ISLANDS,7,138,,1,,0,,,,,,,,
1912,12,6,,,,1,1,,0,"Micronesia, Fed. States Of",4,"YAP ISLANDS, CAROLINE ISLANDS",,,,1,,0.5,,,,,,,,
1913,2,22,1,6,,3,1,6.8,0,New Zealand,86,TASMAN SEA,-41.8,171.5,1.5,4,0.6,0.5,,,,,,1,,
1913,3,14,8,45,4.3,-1,4,7.8,0,Indonesia,228,SANGIHE ISLAND,5.354,126.121,,1,,,138,,,,,2,,
1913,6,9,,,,2,8,,0,United States of America,283,"LONGPORT, NJ",39.314,-74.525,,1,,,,,,,,1,,
1913,7,28,6,40,,1,1,7,0,Peru,53,S. PERU,-16.6,-73.3,,1,,,,,,,,,,
1913,8,6,22,14,24,2,1,7.9,0,Peru,53,S. PERU,-17,-74,,0,,,,,,,,3,,
1913,10,2,4,23,28,2,3,6.7,0,Panama,10,OFF COAST,7.1,-80.6,,2,,,,,,,,1,,
1913,10,11,4,6,3,4,1,7,0,Papua New Guinea,75,SOLOMON SEA,-7,148,0.1,1,-3.3,,,,,,,,,
1913,12,11,,,,2,0,,0,United States of America,283,"SANTA BARBARA, S. CALIFORNIA",,,4.5,1,,,,,,,,,,
1914,1,12,9,28,,4,4,7.1,2,Japan,225,SEIKAIDO,31.58,130.67,3,1,1.6,-1,63,,,112,19,3,2268,
1914,1,12,,,,2,1,,0,Peru,53,CENTRAL PERU,-12,-76.6,1,2,,1.5,,,,,,,,
1914,1,15,4,28,,1,1,,0,Italy,91,LIGURIAN SEA,43.5,10.2,,0,,2,,,,,,,,
1914,2,26,4,58,12,1,1,7.2,0,Peru,53,S. PERU,-17,-72,,1,,,,,,,,,,
1914,3,14,,,,-1,0,,0,Indonesia,228,INDONESIA,,,,0,,,,,,,,,,
1914,5,26,14,22,47.7,4,1,8.1,0,Indonesia,228,NW. IRIAN JAYA,-1.829,136.943,0.1,5,1.5,2,,,,,,2,,
1914,5,,,,,2,0,,0,Canada,25,GULF OF SAINT LAWRENCE,48.958,-62.133,,4,,,,,,,,,,
1914,6,25,19,7,25.9,2,1,7.6,0,Indonesia,228,INDONESIA,-3.924,101.82,,1,,,20,,,20,,1,,
1914,10,6,19,15,,4,3,,0,New Zealand,86,"TOLAGA BAY, NORTH ISLAND",-37.8,178.2,,0,,,1,,,,,2,,
1914,11,27,14,39,46,1,3,6.3,0,Greece,113,IONIAN SEA,38.8,20.6,3,1,1.7,4,14,,,,,3,,
1914,12,3,,,,2,0,,0,Indonesia,228,AMBON ISLAND,-3.7,128.2,,0,,0,,,,,,,,
1915,1,27,1,9,56,2,1,6.6,0,Greece,113,IONIAN SEA,38.4,20.6,,0,,,,,,,,,,
1915,2,11,,,,1,9,,0,United States of America,283,"MANUA ISLANDS, AMERICAN SAMOA",-14.18,-169.66,2.4,1,,,3,,,,,,,
1915,5,23,,,,1,1,,0,Indonesia,228,KAIMANA,-3.644,133.695,0.5,1,,0,,,,,,,,
1915,8,7,15,4,3,3,1,6.7,0,Greece,113,IONIAN SEA,38.5,20.7,1.5,2,,3,,,,,,3,,
1915,8,,,,,1,1,,0,Papua New Guinea,75,"HUON GULF, SOLOMON SEA",,,,0,,,,,,,,,,
1915,9,7,1,20,48,1,1,7.9,0,El Salvador,8,EL SALVADOR,14,-89,,1,,0.5,,,,,,,,
1915,11,1,7,23,43,4,1,7.8,0,Japan,225,SANRIKU,38.3,142.9,1,3,,0.5,,,,,,1,,
1915,11,6,,,,2,1,6,0,Indonesia,228,NW. IRIAN JAYA,-1,136,,1,,0,,,,,,,,
1915,11,18,20,19,18,3,1,6.4,0,Philippines,79,W. LUZON ISLAND,18,119.5,,1,,0.5,,,,,,1,,
1916,1,1,13,20,49.3,3,1,7.9,0,Papua New Guinea,75,BISMARCK SEA,-4.739,152.548,,1,1.5,2,,,,,,1,,
1916,1,31,,,,1,1,,0,Costa Rica,13,COSTA RICA-PANAMA,,,,0,2.2,,,,,,,,,
1916,4,26,2,21,52,4,1,7,0,Panama,10,BOCAS DEL TORO,9.6,-82,1.3,6,,,,,,,0.025,1,,
1916,7,3,23,21,41,4,1,5.1,0,Italy,91,STROMBOLI ISLAND,38.817,15.233,10,3,,4,,,,,,1,,
1916,8,16,7,6,,4,1,5.9,0,Italy,91,CENTRAL ADRIATIC,43.967,12.667,,0,,2,,,,,,,,
1916,11,12,,,,2,1,,0,Venezuela,20,OCUMARE DE LA COSTA DE ORO,10.46,-67.77,,1,,,,,,,,,,
1917,1,9,,,,1,0,,0,Indonesia,228,CELEBES SEA,1.57,122.72,,1,,2,,,,,,,,
1917,1,20,23,11,34,3,1,6.6,0,Indonesia,228,BALI SEA,-7,116,2,2,1,,1500,,,,,2,,
1917,1,25,,,,3,1,6.5,0,China,23,SOUTH CHINA SEA,24.47,118.08,,2,1,1,,,,,,1,,
1917,1,30,2,45,36,2,1,7.8,0,Russia,90,KAMCHATKA,56.5,163,,0,,,,,,,,,,
1917,1,31,3,39,55,3,1,6.4,0,Philippines,79,CELEBES SEA,6,125,1.5,1,0.6,,7,,,2,,2,,
1917,1,,,,,1,0,,0,Indonesia,228,LINGA ARCHIPELAGO,-0.25,104.5,,0,,1.5,,,,,,,,
1917,3,16,,,,2,0,,0,Indonesia,228,JAVA SEA,-3.7,116.6,1.5,2,,1,,,,,,2,,
1917,5,1,18,27,,4,1,8,0,New Zealand,86,KERMADEC ISLANDS,-29.2,-177,0.3,6,3.6,3,,,,,,,,
1917,5,6,12,19,,4,1,5.8,0,Taiwan,21,TAIWAN,23.2,121.6,0.5,1,-1,-0.5,,,,,,,,
1917,6,26,5,49,42,4,1,8.3,1,Samoa,16,SAMOA ISLANDS,-15.5,-173,12.2,17,3.6,3,2,,,,,2,,
1917,7,29,21,52,31,2,1,7.5,0,Papua New Guinea,75,BISMARCK SEA,-3.705,141.729,0.9,1,,1,,,,,,,,
1917,8,16,,,,3,8,,0,United States of America,283,"TAKU INLET, JUNEAU, AK",58.204,-134.147,2.4,1,,,1,,,,,1,,
1917,8,23,,,,2,0,,0,Indonesia,228,BANDA SEA,-3.6,128.7,,1,,0.5,,,,,,,,
1917,9,1,,,,2,0,,0,French Polynesia,4,MAUPIHAA,,,1.9,1,,,,,,,,1,,
1917,11,16,3,19,28,2,1,7.5,0,New Zealand,86,KERMADEC ISLANDS,-29,-177.5,2.5,1,1.3,1,,,,,,,,
1917,12,6,13,4,,4,10,,0,Canada,25,"HALIFAX, NOVA SCOTIA",44.633,-63.583,7,5,,,2000,,,9000,,,,
1918,2,13,6,7,13,3,3,7.5,0,China,23,GUANGDONG PROVINCE,23.5,117.2,,1,1,-1,2000,,,,,4,,
1918,5,20,17,55,10,2,1,7.9,0,Chile,151,NORTHERN CHILE,-28.5,-71.5,,0,,,,,,,,,,
1918,7,18,2,30,,1,6,,0,Indonesia,228,SULAWESI,3.138,125.491,0.08,2,,0,,,,,,,,
1918,8,14,,,,0,1,5.5,0,China,23,YUNNAN PROVINCE,26.9,103,,1,,,,,,,,1,,
1918,8,15,12,18,12,4,1,8.3,0,Philippines,79,CELEBES SEA,5.5,123,7.2,10,2.8,2.5,52,,,,,3,,
1918,9,7,17,16,,4,1,8.2,0,Russia,90,S. KURIL ISLANDS,45.5,151.5,12,22,3.6,3,23,,,7,,2,,19
1918,10,11,14,14,42,4,3,7.1,4,United States of America,283,PUERTO RICO: MONA PASSAGE,18.7,-67.189,6.1,21,2.6,,144,,,,4,2,,
1918,10,25,3,43,,3,1,6.4,0,United States of America,283,PUERTO RICO,18.441,-67.214,,2,,,,,,,,,,
1918,11,8,4,38,,4,1,7.8,0,Russia,90,S. KURIL ISLANDS,44.5,151.5,0.5,8,1,2,,,,,,,,
1918,12,4,11,47,48,4,1,7.8,0,Chile,151,NORTHERN CHILE,-26,-71,5,4,2.3,2.5,,,,,,3,,
1918,,,,,,1,6,,0,Iceland,6,ICELAND,63.63,-19.05,,0,,,,,,,,1,,
1919,1,1,1,33,42,1,1,7.4,0,Philippines,79,"MINDANAO ISLAND, PHILIPPINES",8,126,0.44,3,-0.1,,,,,,,,,
1919,1,1,2,59,57,1,1,8.3,0,Tonga,19,TONGA ISLANDS,-19.6,-176.6,0.4,0,,,,,,,,,,
1919,1,,,,,-1,0,,0,United States of America,283,HAWAII,,,,0,,,,,,,,,,
1919,2,13,,,,2,0,,0,Indonesia,228,TIMOR SEA,-9,124.85,,1,,1.5,,,,,,1,,
1919,4,3,,,,1,6,,0,Indonesia,228,SULAWESI,3.138,125.491,5,0,,,,,,,,1,,
1919,4,9,,,,-1,0,,0,United States of America,283,HAWAII,,,,1,,,,,,,,,,
1919,4,29,,,,-1,1,,0,Tonga,19,TONGA ISLANDS,-19,-172.6,,0,,,,,,,,,,
1919,4,30,7,17,17.3,4,1,8.1,1,Tonga,19,TONGA ISLANDS,-18.352,-172.515,2.5,9,1.3,1.5,,,,,,,,
1919,5,6,19,41,13,3,1,8.2,0,Papua New Guinea,75,SOLOMON SEA,-4.806,153.859,,2,2.6,1,,,,,,1,,
1919,5,22,17,45,,4,6,,0,Italy,91,STROMBOLI ISLAND,38.789,15.213,0.75,5,,4,4,,,,,1,10,
1919,6,29,23,14,13.4,3,1,6.6,0,Nicaragua,6,GULF OF FONSECA,12.33,-88.291,,2,,,,,,,,,,
1919,8,19,,,,0,1,,0,Venezuela,20,LAGO DE MARACAIBO,10.6,-71.6,,1,,,,,,,,2,,
1919,10,2,,,,4,7,,0,United States of America,283,"ALIKA, HAWAII",19.23,-155.9,4.3,3,,2,,,,,,1,,
1919,10,22,6,6,,-1,1,5.6,0,Italy,91,TYRRHENIAN SEA,41.4,12.6,,0,,,,,,,,,,
1919,11,21,,,,1,1,,0,Indonesia,228,NW. IRIAN JAYA,-2.55,140.75,,1,,,,,,,,1,,
1919,12,26,,,,1,1,,0,United Kingdomraine,6,CRIMEA,44,33,,0,,,,,,,,,,
1920,1,29,,,,1,1,,0,Indonesia,228,N. MOLUCCAS ISLANDS,0.87,122.92,2,2,1,1,,,,,,,,
1920,2,2,11,22,18,1,1,7.7,0,Papua New Guinea,75,SOLOMON SEA,-6.5,150,,1,,,,,,,,1,,
1920,8,20,16,15,38,3,1,7,0,Chile,151,CENTRAL CHILE,-38,-73.5,1.4,1,0.5,1,,,,,,2,,
1920,8,,,,,-1,1,,0,United States of America,283,"PAGO PAGO, AMERICAN SAMOA",-15,-170,,1,,,,,,,,,,
1920,9,20,14,39,,3,1,7.8,0,Vanuatu,36,VANUATU ISLANDS,-19.919,168.53,,2,1,,,,,,,1,,
1920,12,16,12,5,53,0,1,7.8,0,China,23,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,0.75,4,,,,,,,,,,
1920,12,18,2,1,57,1,1,5.6,0,Albania,10,ALBANIAN COASTS,40.5,19.5,,1,,5,,,,,,3,,
1921,5,14,11,17,45,2,1,6.2,0,Indonesia,228,MAKASSAR STRAIT,0.7,117.9,1,1,,0.5,,,,,,2,,
1921,8,4,,,,3,1,,0,China,23,"XIAOSI, DANDONG, LIAONING",40.13,124.38,,0,,,,,,,,2,,
1921,9,11,4,1,38,4,1,7.5,0,Indonesia,228,JAVA,-11,111,0.1,3,-2.3,-2,,,,,,,,
1921,11,11,18,36,8,3,1,7.5,0,Philippines,79,PHILIPPINE TRENCH,8,127,,4,0.5,1,,,,,,1,,
1921,12,16,,,,-1,9,,0,United States of America,283,HAWAII,,,,1,,0,,,,,,,,
1922,1,6,14,11,2,2,1,7.2,0,Peru,53,S. PERU,-16.5,-73,,0,,,,,,,,,,
1922,1,19,21,58,58.5,3,1,6.9,0,Papua New Guinea,75,BISMARCK SEA,-7.111,143.53,1.8,1,,,,,,,,1,,
1922,2,22,,,,1,1,,0,Indonesia,228,BANDA SEA,-3.3,128.9,,1,,0.5,,,,,,,,
1922,2,27,20,39,50,2,1,6.3,0,Philippines,79,CEBU ISLAND,10.2,124.1,0.7,3,-0.5,0,5,,,,,2,,
1922,3,1,9,10,23,2,1,6,0,Philippines,79,SULU SEA,9,123.25,,1,,0.5,,,,,,2,,
1922,4,10,,,,1,1,,0,Indonesia,228,SW. SUMATRA,-1,100.35,,1,,0,,,,,,,,
1922,5,2,,,,2,0,,0,United States of America,283,GULF OF MEXICO,,,0.64,1,,,,,,,,,,
1922,7,8,,,,1,1,,0,Indonesia,228,"LHOKNGA, ACEH",5.5,95.2,,1,,0,,,,,,,,
1922,8,8,3,49,6,2,1,5.6,0,Greece,113,AEGEAN SEA,37.5,23.2,,0,,,,,,,,,,
1922,9,1,19,16,6,1,1,7.6,0,Taiwan,21,TAIWAN,24.5,122,,1,,,5,,,7,,2,139,
1922,10,22,,,,1,0,,0,Australia,21,TASMAN SEA,,,,1,,,,,,,,,,
1922,11,7,23,0,9,2,1,7,0,Chile,151,NORTHERN CHILE,-28,-72,,0,,,,,,,,,,
1922,11,11,4,32,36,4,1,8.7,0,Chile,151,NORTHERN CHILE,-28.553,-70.755,9,36,3.2,2.5,700,,,,,3,,
1922,12,25,3,33,10,3,1,6.3,0,New Zealand,86,SE. NEW ZEALAND,-43,173,0.4,3,,0,,,,,,,,
1923,1,22,9,4,18,0,1,7.2,0,United States of America,283,N. CALIFORNIA,40.8,-124.5,0.1,1,-2,,,,,,,1,,
1923,2,3,16,1,41,4,1,8.3,1,Russia,90,KAMCHATKA,54,161,8,21,3,,3,,,,1.5,2,,
1923,2,17,,,,3,0,,0,Chile,151,CENTRAL CHILE,-35.33,-72.42,1.5,1,0.6,1.5,,,,,,,,
1923,3,2,16,48,52,3,1,7.2,0,Philippines,79,"MINDANAO ISLAND, PHILIPPINES",6.5,124,,1,,0.5,,,,,,,,
1923,3,4,,,,1,0,,0,Chile,151,SAN FELIX ISLAND,-26.3,-80.1,35,1,,4,,,,,,,,
1923,4,13,15,31,2,4,1,7.2,1,Russia,90,KAMCHATKA,56.5,162.5,20,11,4.9,3.5,18,,,,,3,,
1923,5,4,22,26,45,-1,1,7,0,Chile,151,NORTHERN CHILE,-28.75,-71.75,,0,,,,,,,,2,,
1923,5,7,,,,-1,1,,0,Chile,151,NORTHERN CHILE,,,,0,,,,,,,,,,
1923,6,1,17,24,0,4,1,7.3,0,Japan,225,"KASHIMA, JAPAN",35.4,141.8,0.4,1,-1.3,-1.5,,,,,,,,
1923,7,18,2,24,19,1,1,5.5,0,Philippines,79,"BUTUAN, SULU SEA",9.3,125,,1,0.5,1,,,,,,,,
1923,8,6,,,,1,0,,0,United States of America,283,"ROCKAWAY BEACH, NY",40.6,-73.5,,1,,,2,,,,,,,
1923,8,12,,,,2,1,,0,Chile,151,NORTHERN CHILE,-18.5,-70.3,,1,,,,,,,,,,
1923,8,,,,,1,0,,0,Korea,1,KOREA,,,,0,,1.5,,,,,,2,,
1923,9,1,2,58,37,4,1,7.9,1,Japan,225,SAGAMI BAY,35.1,139.5,13,140,3.6,3,142807,43476,4,47000,600,4,695000,
1923,9,2,2,46,40,4,1,7.7,0,Japan,225,RYUnited KingdomYU ISLANDS,34.9,140.2,0.3,6,-1.7,-1.5,,,,,,,,
1923,9,4,,,,-1,9,,0,United States of America,283,N. CALIFORNIA,,,6.1,1,,,,,,,,,,
1923,11,2,21,8,11.5,3,1,7.1,0,Papua New Guinea,75,BISMARCK SEA,-4.653,154.232,,2,,,,,,,,,,
1923,11,4,0,4,47.8,1,1,7.1,0,Papua New Guinea,75,NEW BRITAIN,-4.539,153.107,,1,,,,,,,,,,
1923,,,,,,2,4,6.1,0,Vietnam,6,OFF COAST OF CENTRAL VIETNAM,10.158,109.014,,2,,,,,,,,1,,
1924,3,15,10,31,24.1,0,1,6.8,0,Russia,90,TATAR STRAIT,49.179,142.436,,1,,,,,,,,,,
1924,4,13,,,,-1,0,,0,Russia,90,TATAR STRAIT,,,,0,,,,,,,,,,
1924,4,14,16,20,23,4,3,8.3,0,Philippines,79,E. MINDANAO ISLAND,6.5,126.5,,3,,0.5,,,,,,3,,
1924,4,16,,,,-1,0,,0,Russia,90,TATAR STRAIT,,,,0,,,,,,,,,,
